"Commodity","Country","UOM","Category","SubCategory","YearNum","FoodValue"
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2006,115.6
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2006,33.3
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2006,34.3
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2006,1825.5
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2006,1276.6
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2006,44.8
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2006,39.7
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2006,187.6
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2006,276.9
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2006,7687.3
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2006,4900.0
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2006,2509.8
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2006,635.6
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2006,1198.8
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2006,1588.5
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2006,2471.4
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2006,694.0
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2006,1773.9
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2006,231.7
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2006,1382.1
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2006,1108.8
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2006,3880.4
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2006,2860.2
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2006,448.5
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2006,571.7
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2006,1254.3
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2006,473.6
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2006,339.2
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2006,440.3
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2006,1048.2
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2006,85.7
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2006,178.6
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2006,309.6
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2006,6075.3
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2006,805.8
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2006,3413.3
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2006,1856.2
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2006,537405.6
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2006,10985.5
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,1627.4
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,2313.5
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,367.7
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,6606.3
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,9029.8
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,325.8
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,1825.5
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,7687.3
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,3580.2
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,3880.4
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,1254.3
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2006,1622.1
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2006,6075.3
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2007,12419.5
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2007,2508.7
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2007,9910.7
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2007,0.1
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2007,11858.7
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2007,1363.8
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2007,591.4
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2007,688.7
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2007,55.0
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2007,209.4
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2007,2284.6
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2007,353.6
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2007,646.8
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2007,695.2
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2007,589.0
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2007,7190.6
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2007,4539.7
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2007,615.8
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2007,365.1
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2007,1677.4
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2007,359.6
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2007,197.5
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2007,90.9
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2007,42.1
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2007,29.1
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2007,9836.7
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2007,8293.7
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2007,4261.2
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2007,235.9
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2007,1306.4
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2007,0.7
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2007,352.5
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2007,269.0
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2007,126.7
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2007,38.3
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2007,45.2
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2007,1850.9
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2007,1312.6
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2007,42.8
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2007,38.7
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2007,187.5
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2007,269.4
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2007,8739.6
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2007,5747.9
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2007,2834.6
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2007,682.7
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2007,1325.8
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2007,1665.8
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2007,2697.3
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2007,710.8
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2007,1980.6
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2007,253.4
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2007,1528.0
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2007,1239.0
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2007,2951.2
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2007,1963.3
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2007,428.4
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2007,559.6
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2007,1129.2
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2007,355.1
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2007,339.4
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2007,434.6
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2007,1046.3
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2007,90.4
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2007,212.7
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2007,300.9
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2007,6280.7
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2007,867.9
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2007,3447.6
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2007,1965.2
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2007,576398.7
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2007,12419.5
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,1628.2
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,2284.6
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,359.6
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,7190.6
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,9836.7
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,352.5
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,1850.9
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,8739.6
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,3936.3
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,2951.2
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,1129.2
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2007,1650.3
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2007,6280.7
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2008,11558.6
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2008,2268.8
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2008,9289.8
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2008,0.0
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2008,10475.6
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2008,1175.8
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2008,533.8
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2008,564.1
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2008,60.4
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2008,175.2
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2008,2250.4
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2008,349.1
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2008,622.3
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2008,690.5
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2008,588.5
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2008,7333.4
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2008,4633.2
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2008,673.6
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2008,375.9
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2008,1661.3
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2008,302.6
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2008,170.3
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2008,78.0
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2008,38.7
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2008,15.5
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2008,9690.8
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2008,8146.7
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2008,4252.5
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2008,235.3
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2008,1308.4
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2008,0.3
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2008,339.4
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2008,254.0
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2008,113.5
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2008,36.4
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2008,49.1
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2008,1881.9
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2008,1311.0
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2008,42.1
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2008,40.9
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2008,199.1
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2008,288.7
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2008,9644.6
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2008,6602.6
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2008,3026.4
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2008,632.9
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2008,1433.0
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2008,1609.0
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2008,3271.2
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2008,910.9
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2008,2357.0
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2008,243.6
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2008,1750.0
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2008,1571.1
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2008,3627.7
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2008,2611.1
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2008,471.6
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2008,545.0
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2008,1113.9
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2008,355.8
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2008,370.8
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2008,387.0
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2008,1060.3
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2008,89.6
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2008,208.4
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2008,337.2
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2008,6043.7
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2008,855.2
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2008,3344.5
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2008,1843.9
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2008,577635.3
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2008,11558.6
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,1411.4
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,2250.4
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,302.6
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,7333.4
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,9690.8
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,339.4
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,1881.9
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,9644.6
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,4842.3
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,3627.7
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,1113.9
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2008,1695.5
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2008,6043.7
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2009,8350.0
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2009,2018.5
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2009,6331.5
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2009,0.0
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2009,10155.4
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2009,1225.3
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2009,561.9
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2009,586.7
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2009,65.8
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2009,154.3
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2009,2246.8
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2009,342.8
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2009,633.3
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2009,662.7
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2009,608.0
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2009,7301.2
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2009,4705.1
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2009,614.9
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2009,346.6
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2009,1659.9
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2009,285.6
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2009,161.9
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2009,61.7
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2009,43.5
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2009,18.5
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2009,9416.9
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2009,7981.0
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2009,3872.3
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2009,209.9
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2009,1226.0
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2009,0.1
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2009,356.0
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2009,282.9
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2009,118.2
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2009,36.8
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2009,36.3
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2009,1823.0
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2009,1255.6
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2009,50.9
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2009,42.4
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2009,189.8
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2009,284.4
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2009,8655.6
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2009,5755.1
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2009,3098.7
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2009,663.7
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2009,1312.9
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2009,1587.6
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2009,3194.8
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2009,826.5
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2009,2366.0
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2009,257.9
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2009,1768.6
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2009,1243.2
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2009,3421.1
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2009,2499.7
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2009,408.4
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2009,513.1
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2009,1169.4
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2009,442.4
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2009,349.3
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2009,377.7
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2009,972.3
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2009,78.0
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2009,174.3
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2009,284.4
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2009,5576.8
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2009,952.6
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2009,3014.6
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2009,1609.6
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2009,560460.2
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2009,8350.0
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,1445.4
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,2246.8
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,285.6
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,7301.2
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,9416.9
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,356.0
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,1823.0
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,8655.6
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,4438.0
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,3421.1
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,1169.4
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2009,1509.0
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2009,5576.8
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2010,7997.6
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2010,2298.5
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2010,5697.6
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2010,1.5
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2010,11996.8
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2010,1179.4
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2010,594.6
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2010,510.0
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2010,71.1
