"Commodity","Country","UOM","Category","SubCategory","YearNum","FoodValue"
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2021,187.8
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2021,88.7
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2021,35.1
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2021,59.2
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2021,14753.6
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2021,12486.6
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2021,5036.3
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2021,608.9
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2021,1644.5
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2021,13.6
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2021,589.2
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2021,397.5
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2021,183.4
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2021,134.6
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2021,57.1
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2021,2344.6
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2021,1469.4
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2021,109.8
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2021,66.9
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2021,186.9
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2021,511.6
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2021,10850.8
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2021,4900.9
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2021,2205.2
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2021,957.0
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2021,2526.0
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2021,3424.0
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2021,5368.4
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2021,670.4
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2021,4695.7
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2021,365.3
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2021,2541.8
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2021,1352.2
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2021,4504.9
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2021,2940.8
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2021,766.5
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2021,797.6
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2021,1532.5
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2021,471.4
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2021,396.1
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2021,664.9
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2021,1969.3
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2021,133.3
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2021,567.3
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2021,365.6
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2021,9925.6
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2021,1738.7
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2021,4622.3
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2021,3564.6
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2021,919820.3
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2021,8440.9
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,2076.9
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,3051.1
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,370.8
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,13318.1
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,14753.6
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,589.2
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,2344.6
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,10850.8
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,6720.6
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,4504.9
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,1532.5
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2021,3035.5
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2021,9925.6
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2022,8134.9
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2022,1647.8
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2022,6457.7
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2022,29.4
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2022,11277.5
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2022,1832.1
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2022,931.8
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2022,760.1
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2022,114.7
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2022,254.9
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2022,3086.4
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2022,445.1
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2022,912.8
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2022,920.2
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2022,808.4
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2022,13691.2
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2022,9006.2
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2022,950.2
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2022,801.1
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2022,3012.9
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2022,401.1
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2022,188.4
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2022,92.0
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2022,53.1
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2022,67.6
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2022,15144.7
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2022,12642.1
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2022,4995.2
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2022,612.8
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2022,1880.4
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2022,9.4
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2022,550.2
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2022,364.8
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2022,148.3
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2022,132.2
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2022,53.2
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2022,2413.7
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2022,1512.7
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2022,112.3
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2022,89.1
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2022,199.7
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2022,499.9
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2022,12117.3
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2022,5615.6
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2022,2507.3
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2022,1294.7
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2022,2644.8
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2022,3856.8
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2022,5773.4
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2022,952.3
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2022,4813.9
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2022,421.7
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2022,2570.4
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2022,1491.7
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2022,4868.9
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2022,3164.4
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2022,805.7
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2022,898.8
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2022,1513.2
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2022,343.3
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2022,447.3
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2022,722.5
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2022,2203.2
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2022,158.4
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2022,825.2
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2022,396.0
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2022,9755.0
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2022,1640.1
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2022,4751.2
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2022,3363.7
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2022,1015014.3
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2022,8134.9
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,2201.7
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,3086.4
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,401.1
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,13691.2
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,15144.7
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,550.2
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,2413.7
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,12117.3
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,7265.1
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,4868.9
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,1513.2
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2022,3582.8
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2022,9755.0
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2023,8744.7
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2023,2006.5
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2023,6718.7
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2023,19.5
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2023,12259.3
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2023,1822.6
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2023,906.3
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2023,803.2
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2023,87.2
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2023,246.9
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2023,2820.0
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2023,426.4
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2023,807.7
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2023,878.7
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2023,707.2
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2023,13831.3
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2023,9280.4
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2023,898.9
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2023,778.3
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2023,2926.4
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2023,416.8
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2023,192.5
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2023,99.4
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2023,51.8
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2023,73.0
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2023,15206.9
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2023,12929.9
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2023,5088.2
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2023,564.9
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2023,1707.2
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2023,5.0
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2023,517.1
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2023,341.4
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2023,143.7
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2023,122.3
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2023,53.4
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2023,2129.9
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2023,1276.0
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2023,113.0
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2023,76.7
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2023,182.6
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2023,481.5
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2023,13275.4
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2023,6928.0
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2023,3224.8
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2023,1337.3
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2023,2496.5
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2023,3850.9
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2023,6607.9
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2023,1291.5
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2023,5313.6
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2023,359.5
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2023,2605.6
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2023,1405.2
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2023,4744.0
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2023,3104.5
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2023,772.1
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2023,867.4
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2023,1338.9
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2023,269.1
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2023,364.0
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2023,705.8
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2023,2101.1
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2023,145.1
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2023,1149.8
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2023,336.2
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2023,9503.0
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2023,1402.9
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2023,4703.8
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2023,3396.4
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2023,856316.8
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2023,8744.7
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,2156.7
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,2820.0
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,416.8
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,13831.3
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,15206.9
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,517.1
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,2129.9
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,13275.4
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,8013.1
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,4744.0
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,1338.9
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2023,3732.2
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2023,9503.0
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2024,8802.4
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2024,2061.2
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2024,6731.0
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2024,10.2
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2024,12744.0
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2024,2181.2
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2024,948.1
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2024,1079.2
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2024,97.5
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2024,252.6
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2024,2861.5
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2024,455.8
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2024,807.1
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2024,860.4
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2024,738.1
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2024,13819.6
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2024,9345.9
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2024,875.3
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2024,608.1
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2024,3038.1
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2024,505.1
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2024,214.8
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2024,120.6
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2024,67.7
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2024,102.0
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2024,15438.5
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2024,13194.7
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2024,5244.1
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2024,549.7
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2024,1689.1
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2024,5.0
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2024,579.8
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2024,384.4
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2024,176.5
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2024,141.3
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2024,54.1
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2024,2297.2
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2024,1347.8
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2024,128.8
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2024,92.0
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2024,192.3
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2024,536.2
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2024,12888.9
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2024,6101.7
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2024,3260.8
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2024,1436.4
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2024,2622.0
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2024,4165.2
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2024,7176.9
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2024,1781.2
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2024,5392.3
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2024,390.6
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2024,2603.5
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2024,1305.9
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2024,5229.0
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2024,3502.6
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2024,884.6
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2024,841.8
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2024,1264.9
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2024,198.2
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2024,312.8
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2024,753.9
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2024,2316.5
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2024,162.3
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2024,1287.0
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2024,379.7
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2024,10485.7
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2024,1437.0
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2024,4885.8
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2024,4162.9
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2024,863655.5
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2024,8802.4
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2024,2531.3
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2024,2861.5
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2024,505.1
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2024,13819.6
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2024,15438.5
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2024,579.8
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2024,2297.2
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2024,12888.9
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2024,8482.8
